,,,,,,,,,,,,,,,,,,,,,,
6056 -  2,ALPHABOW ENERGY LTD.,,,,"Apr 8, 1994",10-17-64-19W5 WE,4-15-64-19W5 PL,2.4,O,NG,0,114.3,4.78,S,5L    ,B   ,4960,W,U,25,,KAYBOB
6056 -  3,ALPHABOW ENERGY LTD.,,,,,10-28-64-19W5 BE,4-27-64-19W5 BE,1.1,D,NG,0,114.3,4.78,S,5L    ,B   ,0,W,U,0,,KAYBOB
6056 -  4,ALPHABOW ENERGY LTD.,,,,,10-34-64-19W5 BE,4-27-64-19W5 BE,2.5,D,NG,0,114.3,4.78,S,5L    ,B   ,0,W,U,0,,KAYBOB
6056 -  5,ALPHABOW ENERGY LTD.,,,,,2-27-64-19W5 BE,4-27-64-19W5 BE,0.8,D,NG,0,168.3,4.78,S,5L    ,B   ,0,W,U,0,,KAYBOB
6056 -  6,ALPHABOW ENERGY LTD.,,,,"Apr 8, 1994",10-22-64-19W5 PL,4-27-64-19W5 PL,1.1,O,NG,0,168.3,4.78,S,5L    ,B   ,4960,W,U,36,,KAYBOB
6056 -  7,ALPHABOW ENERGY LTD.,,,,"Apr 8, 1994",12-23-64-19W5 WE,10-22-64-19W5 PL,0.95,O,NG,0,114.3,4.78,S,5L    ,B   ,4960,W,U,25,,KAYBOB
6056 -  8,ALPHABOW ENERGY LTD.,,,,"Apr 8, 1994",7-16-64-20W5 BE,10-14-64-20W5 BE,3.5,A,NG,0,88.9,4.78,S,5L    ,B   ,0,W,U,0,,KAYBOB
6056 -  9,ALPHABOW ENERGY LTD.,,,,"Apr 8, 1994",10-14-64-20W5 BE,10-24-64-20W5 BE,2.3,A,NG,0,114.3,4.78,S,5LX   ,X42 ,0,W,U,0,,KAYBOB
6056 -  10,ALPHABOW ENERGY LTD.,,,,"Apr 8, 1994",10-24-64-20W5 WE,10-17-64-19W5 PL,3.7,O,NG,0,168.3,4.78,S,5LX   ,X42 ,4960,W,U,30,,KAYBOB
6056 -  11,ALPHABOW ENERGY LTD.,,,,"Apr 8, 1994",10-17-64-19W5 WE,4-15-64-19W5 PL,2.4,O,NG,0,168.3,5.16,S,5LX   ,X42 ,4960,W,U,28,,KAYBOB
6056 -  12,ALPHABOW ENERGY LTD.,,,,"Apr 8, 1994",11-6-65-18W5 WE,12-1-65-19W5 PL,3.2,O,NG,0,114.3,4.78,S,5LX   ,X42 ,4960,W,U,20,,KAYBOB
6056 -  13,ALPHABOW ENERGY LTD.,,,,"Apr 8, 1994",12-1-65-19W5 BE,4-27-64-19W5 BE,5,A,NG,0,168.3,4.78,S,5LX   ,X42 ,0,W,U,0,,KAYBOB
6056 -  14,ALPHABOW ENERGY LTD.,,,,"Sep 14, 1995",12-19-64-19W5 WE,5-19-64-19W5 PL,0.5,O,NG,0,114.3,3.2,S,Z245.1,2901,4960,W,U,31,,KAYBOB
6056 -  15,ALPHABOW ENERGY LTD.,,,,"Dec 12, 1996",2-20-64-19W5 WE,10-17-64-19W5 PL,0.8,O,NG,0,114.3,4,S,Z245.1,2901,4960,W,U,24,,KAYBOB
6056 -  16,ALPHABOW ENERGY LTD.,,,,"Jul 29, 1997",3-35-64-19W5 WE,10-34-64-19W5 PL,1.36,O,NG,0,114.3,4.8,S,Z245.1,2901,4960,W,U,20,,KAYBOB
8658 -  6,ALPHABOW ENERGY LTD.,,,,,10-27-63-19W5 WE,16-28-63-19W5 PL,1.3,O,NG,0,168.3,4,S,Z245.1,2901,4960,W,U,36,,KAYBOB
27217 -  2,ALPHABOW ENERGY LTD.,,,,"Dec 11, 1995",2-23-63-19W5 WE,8-22-63-19W5 PL,1.26,O,NG,0,88.9,3.2,S,Z245.1,2901,6890,W,U,33,,KAYBOB
59567 -  1,ALPHABOW ENERGY LTD.,,,,"Aug 14, 1996",16-34-64-19W5 PL,8-21-64-19W5 PL,1.09,O,NG,0.03,168.3,4.78,S,Z245.3,2901,9650,W,T,59,RC,KAYBOB
59567 -  2,ALPHABOW ENERGY LTD.,,,,"Jul 2, 1993",8-21-64-19W5 PL,7-16-64-19W5 PL,2.1,O,NG,0.03,168.3,4.78,S,Z245.3,2901,9650,W,T,59,RC,KAYBOB
59567 -  3,ALPHABOW ENERGY LTD.,,,,"Jul 2, 1993",7-16-64-19W5 PL,12-10-64-19W5 B,1.3,O,NG,0.03,168.3,4.78,S,Z245.3,2901,9650,W,T,59,,KAYBOB
,,,,,,,,,,,,,,,,,,,,,,
