UWI,Formatted UWI,CA Number,CA Core Number,CA Interval Top,Line Core,Interval Depth (m),Interval Length,Kmax,K90,Kvert,Porosity,Grain Density,Bulk Density,Bulk Mass Oil,Bulk Mass Water,Bulk Mass Sand,Pore Volume Oil,Pore Volume Water,Bulk Volume Oil,Bulk Volume Water,Grain Mass Oil,Grain Mass Water,Lithology
100010105720W500,100/01-01-057-20W5/00,030982,3,2153.0,SS,2182.85,0.17,0.79,,,0.053,2750.0,,,,,,,,,,,SS  M/C V/CRINTRSH  ARGLSID
100010105720W500,100/01-01-057-20W5/00,030982,3,2153.0,DE,2183.02,0.21,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100010105720W500,100/01-01-057-20W5/00,030982,3,2153.0,FD,2183.23,0.13,30.6,15.4,3.33,0.089,2840.0,,,,,,,,,,,SS  M/C V/CRINTRSH  ARGLSID
100010105720W500,100/01-01-057-20W5/00,030982,3,2153.0,FD,2183.36,0.15,2.83,0.87,0.79,0.048,3110.0,,,,,,,,,,,SS  M/C V/CRINTRSH  ARGLSID
100010105720W500,100/01-01-057-20W5/00,030982,3,2153.0,FD,2183.51,0.21,14.4,7.55,0.96,0.035,3000.0,,,,,,,,,,,SS  M/C V/CRINTRSH  ARGLSID
100010105720W500,100/01-01-057-20W5/00,030982,3,2153.0,DE,2183.72,0.84,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100010105720W500,100/01-01-057-20W5/00,030982,3,2153.0,SS,2184.56,0.14,0.07,,,0.029,2660.0,,,,,,,,,,,SS  M/C F   INTRSH  ARGL
100010105720W500,100/01-01-057-20W5/00,030982,3,2153.0,DE,2184.7,0.11,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100010105720W500,100/01-01-057-20W5/00,030982,3,2153.0,SS,2184.81,0.27,0.1,,,0.031,2650.0,,,,,,,,,,,SS  M/C F   INTRARGLSH
100010105720W500,100/01-01-057-20W5/00,030982,3,2153.0,SS,2185.08,0.27,0.13,,,0.04,2650.0,,,,,,,,,,,SS  M/C F   INTRARGLSH
100010105720W500,100/01-01-057-20W5/00,030982,3,2153.0,SS,2185.35,0.19,0.13,,,0.039,2660.0,,,,,,,,,,,SS  M/C F   INTRARGLSH
100010105720W500,100/01-01-057-20W5/00,030982,3,2153.0,DE,2185.54,0.06,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100010105720W500,100/01-01-057-20W5/00,030982,3,2153.0,SS,2185.6,0.06,0.12,,,0.039,2650.0,,,,,,,,,,,SS  M/C F   INTRARGLSH
100010105720W500,100/01-01-057-20W5/00,030982,3,2153.0,DE,2185.66,0.09,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100010105720W500,100/01-01-057-20W5/00,030982,3,2153.0,SS,2185.75,0.13,0.12,,,0.039,2660.0,,,,,,,,,,,SS  M/C F   INTRARGLSH
100010105720W500,100/01-01-057-20W5/00,030982,3,2153.0,SS,2185.88,0.16,0.09,,,0.036,2650.0,,,,,,,,,,,SS  M/C F   INTRARGLSH
100010105720W500,100/01-01-057-20W5/00,030982,3,2153.0,SS,2186.04,0.17,0.04,,,0.026,2650.0,,,,,,,,,,,SS  M/C F   INTRARGLSH
100010105720W500,100/01-01-057-20W5/00,030982,3,2153.0,SS,2186.21,0.21,0.1,,,0.033,2640.0,,,,,,,,,,,SS  M/C F   INTRARGLSH
100010105720W500,100/01-01-057-20W5/00,030982,3,2153.0,DE,2186.42,0.71,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100010105720W500,100/01-01-057-20W5/00,030982,3,2153.0,SS,2187.13,0.14,0.15,,,0.047,2680.0,,,,,,,,,,,SS  M/C F   INTRARGLSH
100010105720W500,100/01-01-057-20W5/00,030982,3,2153.0,DE,2187.27,0.21,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100010105720W500,100/01-01-057-20W5/00,030982,3,2153.0,SS,2187.48,0.06,0.04,,,0.037,2650.0,,,,,,,,,,,SS  M/C F   INTRARGLSH
100010105720W500,100/01-01-057-20W5/00,030982,3,2153.0,DE,2187.54,0.36,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100010105720W500,100/01-01-057-20W5/00,030982,3,2153.0,SS,2187.9,0.07,0.09,,,0.041,2660.0,,,,,,,,,,,SS  M/C F   INTRARGLSH
100010105720W500,100/01-01-057-20W5/00,030982,3,2153.0,DE,2187.97,0.38,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100010105720W500,100/01-01-057-20W5/00,030982,3,2153.0,SS,2188.35,0.15,0.02,,,0.028,2670.0,,,,,,,,,,,SS  M/C F   INTRARGLSH
100010105720W500,100/01-01-057-20W5/00,030982,3,2153.0,DE,2188.5,0.35,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100010105720W500,100/01-01-057-20W5/00,030982,3,2153.0,LC,2188.85,0.15,,,,,,,,,,,,,,,,LOST CORE
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,DE,2660.0,4.23,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2664.23,0.08,0.03,,,0.029,2650.0,,,,,0.101,0.644,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2664.31,0.12,0.03,,,0.023,2660.0,,,,,0.245,0.341,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,DE,2664.43,0.54,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2664.97,0.25,0.02,,,0.023,2660.0,,,,,0.238,0.456,,,,,SS  M/C F   INTRSH  CALCBIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,DE,2665.22,0.36,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2665.58,0.06,0.02,,,0.021,2670.0,,,,,,0.422,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,DE,2665.64,0.21,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100110105720W500,100/11-01-057-20W5/00,029229,3,2660.0,DE,2747.76,2.96,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2665.85,0.16,0.02,,,0.024,2660.0,,,,,0.112,0.536,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2666.01,0.15,0.03,,,0.03,2660.0,,,,,,0.665,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2666.16,0.14,0.03,,,0.032,2660.0,,,,,0.148,0.592,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2666.3,0.14,0.03,,,0.026,2650.0,,,,,0.168,0.468,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2666.44,0.24,0.04,,,0.029,2660.0,,,,,0.155,0.618,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2666.68,0.2,0.05,,,0.044,2670.0,,,,,,0.513,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2666.88,0.13,0.01,,,0.038,2660.0,,,,,0.123,0.444,,,,,SS  M/C F   INTR
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2667.01,0.12,0.02,,,0.029,2650.0,,,,,0.116,0.555,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2667.13,0.06,0.02,,,0.028,2660.0,,,,,0.166,0.552,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,DE,2667.19,0.06,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2667.25,0.05,0.03,,,0.029,2640.0,,,,,,0.24,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,DE,2667.3,0.08,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2667.38,0.06,0.02,,,0.027,2660.0,,,,,0.174,0.531,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,DE,2667.44,0.16,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2667.6,0.13,0.02,,,0.028,2670.0,,,,,0.155,0.683,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2667.73,0.11,0.02,,,0.024,2690.0,,,,,0.235,0.588,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,DE,2667.84,0.19,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2668.03,0.13,0.1,,,0.031,2660.0,,,,,0.166,0.554,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2668.16,0.1,0.1,,,0.027,2670.0,,,,,,0.702,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2668.26,0.17,0.15,,,0.035,2640.0,,,,,0.128,0.562,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2668.43,0.11,0.05,,,0.04,2670.0,,,,,,0.605,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2668.54,0.12,0.1,,,0.044,2650.0,,,,,0.146,0.525,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2668.66,0.09,0.05,,,0.043,2660.0,,,,,,0.341,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2668.75,0.07,0.06,,,0.045,2650.0,,,,,,0.499,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2668.82,0.08,0.03,,,0.036,2640.0,,,,,,0.433,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2668.9,0.19,0.02,,,0.025,2650.0,,,,,,0.455,,,,,SS  M/C F   INTRSLT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2669.09,0.12,0.03,,,0.036,2650.0,,,,,0.113,0.45,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2669.21,0.17,0.04,,,0.042,2650.0,,,,,,0.499,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2669.38,0.12,0.04,,,0.039,2650.0,,,,,,0.382,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2669.5,0.16,0.09,,,0.05,2660.0,,,,,,0.267,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2669.66,0.17,0.05,,,0.051,2660.0,,,,,,0.267,,,,,SS  M/C F   INTRSLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2669.83,0.15,0.1,,,0.047,2670.0,,,,,,0.375,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2669.98,0.11,0.05,,,0.036,2660.0,,,,,,0.344,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2670.09,0.17,0.08,,,0.037,2670.0,,,,,,0.526,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2670.26,0.22,0.04,,,0.036,2670.0,,,,,,0.589,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2670.48,0.15,0.02,,,0.028,2670.0,,,,,,0.639,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2670.63,0.2,0.06,,,0.05,2660.0,,,,,,0.62,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2670.83,0.09,0.07,,,0.036,2670.0,,,,,0.165,0.462,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,DE,2670.92,0.17,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2671.09,0.25,0.03,,,0.029,2680.0,,,,,,0.562,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2671.34,0.12,0.05,,,0.037,2660.0,,,,,0.11,0.44,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2671.46,0.13,0.07,,,0.053,2660.0,,,,,,0.354,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2671.59,0.11,0.09,,,0.058,2670.0,,,,,,0.323,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2671.7,0.19,0.07,,,0.053,2660.0,,,,,,0.48,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2671.89,0.22,0.07,,,0.048,2660.0,,,,,,0.43,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2672.11,0.14,0.03,,,0.041,2660.0,,,,,0.132,0.582,,,,,SS  M/C F   INTRSLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2672.25,0.18,0.03,,,0.038,2650.0,,,,,0.132,0.475,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2672.43,0.18,0.08,,,0.033,2650.0,,,,,0.143,0.344,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2672.61,0.16,0.05,,,0.041,2660.0,,,,,0.135,0.271,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2672.77,0.17,0.02,,,0.038,2660.0,,,,,0.101,0.406,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2672.94,0.17,0.05,,,0.044,2660.0,,,,,0.103,0.33,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2673.11,0.24,0.1,,,0.055,2660.0,,,,,0.134,0.429,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2673.35,0.13,0.07,,,0.051,2660.0,,,,,0.086,0.415,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2673.48,0.12,0.03,,,0.048,2660.0,,,,,0.093,0.374,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2673.6,0.15,0.05,,,0.053,2660.0,,,,,0.141,0.508,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2673.75,0.12,0.03,,,0.046,2660.0,,,,,0.129,0.412,,,,,SS  M/C F   INTRSLT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2673.87,0.12,0.04,,,0.039,2670.0,,,,,0.142,0.454,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2673.99,0.14,0.05,,,0.037,2640.0,,,,,,0.558,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2674.13,0.17,0.04,,,0.038,2650.0,,,,,0.103,0.537,,,,,SS  M/C F   INTRSLT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2674.3,0.15,0.03,,,0.036,2650.0,,,,,,0.471,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,1,2660.0,SS,2674.45,0.15,0.03,,,0.04,2650.0,,,,,,0.56,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,2,2660.0,NR,2674.6,1.2,,,,,,,,,,,,,,,,NOT ANALYSED - MISSING
100110105720W500,100/11-01-057-20W5/00,029229,3,2660.0,DE,2746.0,0.25,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100110105720W500,100/11-01-057-20W5/00,029229,3,2660.0,SS,2746.25,0.1,0.35,,,0.046,2650.0,,,,,0.154,0.554,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,3,2660.0,DE,2746.35,1.3,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100110105720W500,100/11-01-057-20W5/00,029229,3,2660.0,SS,2747.65,0.11,0.24,,,0.042,2670.0,,,,,0.168,0.607,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,3,2660.0,SS,2750.72,0.13,0.04,,,0.026,2650.0,,,,,0.182,0.655,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,3,2660.0,DE,2750.85,2.25,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100110105720W500,100/11-01-057-20W5/00,029229,3,2660.0,SS,2753.1,0.15,0.01,,,0.026,2730.0,,,,,0.153,0.672,,,,,SS  M/C F   INTRSH  SLT PRY
100110105720W500,100/11-01-057-20W5/00,029229,3,2660.0,DE,2753.25,0.05,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100110105720W500,100/11-01-057-20W5/00,029229,3,2660.0,NR,2753.3,0.6,,,,,,,,,,,,,,,,NOT ANALYSED - MISSING
100110105720W500,100/11-01-057-20W5/00,029229,3,2660.0,DE,2753.9,0.15,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100110105720W500,100/11-01-057-20W5/00,029229,3,2660.0,SS,2754.05,0.17,0.02,,,0.031,2660.0,,,,,,0.87,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,3,2660.0,DE,2754.22,0.3,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100110105720W500,100/11-01-057-20W5/00,029229,3,2660.0,SS,2754.52,0.15,0.02,,,0.034,2690.0,,,,,,0.863,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,3,2660.0,DE,2754.67,1.55,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100110105720W500,100/11-01-057-20W5/00,029229,3,2660.0,SS,2756.22,0.15,0.02,,,0.042,2670.0,,,,,0.161,0.773,,,,,SS  M/C F   INTRSH  SLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,3,2660.0,DE,2756.37,0.15,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100110105720W500,100/11-01-057-20W5/00,029229,3,2660.0,SS,2756.52,0.15,0.02,,,0.048,2650.0,,,,,0.245,0.545,,,,,SS  M/C F   INTRSLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,3,2660.0,SS,2756.67,0.21,0.01,,,0.037,2650.0,,,,,0.223,0.621,,,,,SS  M/C F   INTRSLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,3,2660.0,DE,2756.88,1.65,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100110105720W500,100/11-01-057-20W5/00,029229,3,2660.0,SS,2758.53,0.07,0.01,,,0.027,2670.0,,,,,0.152,0.716,,,,,SS  M/C F   INTRSH  SLT PRY
100110105720W500,100/11-01-057-20W5/00,029229,3,2660.0,DE,2758.6,0.08,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100110105720W500,100/11-01-057-20W5/00,029229,3,2660.0,SS,2758.68,0.08,0.04,,,0.03,2660.0,,,,,,0.79,,,,,SS  M/C F   INTRSLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,3,2660.0,SS,2758.76,0.1,0.02,,,0.041,2660.0,,,,,0.111,0.712,,,,,SS  M/C F   INTRSLT BIT
100110105720W500,100/11-01-057-20W5/00,029229,3,2660.0,DE,2758.86,0.14,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100110105720W500,100/11-01-057-20W5/00,029229,4,2660.0,DE,2799.3,1.6,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100110105720W500,100/11-01-057-20W5/00,029229,4,2660.0,NR,2800.9,0.9,,,,,,,,,,,,,,,,NOT ANALYSED - MISSING
100010205720W500,100/01-02-057-20W5/00,031558,1,2122.0,DE,2122.0,6.83,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100010205720W500,100/01-02-057-20W5/00,031558,1,2122.0,SS,2128.83,0.16,0.04,,,0.076,2680.0,,,,,0.301,0.21,,,,,SS  M/C F
100010205720W500,100/01-02-057-20W5/00,031558,1,2122.0,SS,2128.99,0.23,0.07,,,0.09,2690.0,,,,,0.202,0.241,,,,,SS  M/C F
100010205720W500,100/01-02-057-20W5/00,031558,1,2122.0,SS,2129.22,0.14,0.06,,,0.084,2660.0,,,,,0.372,0.295,,,,,SS  M/C F
100010205720W500,100/01-02-057-20W5/00,031558,1,2122.0,SS,2129.36,0.16,0.06,,,0.089,2650.0,,,,,0.269,0.261,,,,,SS  M/C F
100010205720W500,100/01-02-057-20W5/00,031558,1,2122.0,SS,2129.52,0.15,0.07,,,0.091,2660.0,,,,,0.301,0.215,,,,,SS  M/C F
100010205720W500,100/01-02-057-20W5/00,031558,1,2122.0,SS,2129.67,0.24,0.06,,,0.091,2670.0,,,,,0.328,0.228,,,,,SS  M/C F
100010205720W500,100/01-02-057-20W5/00,031558,1,2122.0,SS,2129.91,0.16,0.03,,,0.074,2660.0,,,,,0.354,0.319,,,,,SS  M/C F
100010205720W500,100/01-02-057-20W5/00,031558,1,2122.0,SS,2130.07,0.16,0.03,,,0.053,2700.0,,,,,0.329,0.528,,,,,SS  M/C F   ARGLSH  PRY
100010205720W500,100/01-02-057-20W5/00,031558,1,2122.0,SS,2130.23,0.23,0.01,,,0.035,2670.0,,,,,0.143,0.717,,,,,SS  M/C F
100010205720W500,100/01-02-057-20W5/00,031558,1,2122.0,SS,2130.46,0.15,0.01,,,0.025,2670.0,,,,,0.106,0.75,,,,,SS  M/C F   SH  ARGLPRY
100010205720W500,100/01-02-057-20W5/00,031558,1,2122.0,SS,2130.61,0.12,0.01,,,0.038,2670.0,,,,,0.105,0.613,,,,,SS  M/C F   SH  ARGLPRY
100010205720W500,100/01-02-057-20W5/00,031558,1,2122.0,SS,2130.73,0.12,0.01,,,0.039,2660.0,,,,,0.117,0.682,,,,,SS  M/C F   PRY
100010205720W500,100/01-02-057-20W5/00,031558,1,2122.0,SS,2130.85,0.13,0.01,,,0.04,2690.0,,,,,0.124,0.774,,,,,SS  M/C F   SH  ARGLPRY
100010205720W500,100/01-02-057-20W5/00,031558,1,2122.0,DE,2130.98,0.15,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100010205720W500,100/01-02-057-20W5/00,031558,1,2122.0,SS,2131.13,0.19,0.01,,,0.035,2670.0,,,,,0.117,0.78,,,,,SS  M/C F   SH  ARGLPRY
100010205720W500,100/01-02-057-20W5/00,031558,1,2122.0,DE,2131.32,0.04,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100010205720W500,100/01-02-057-20W5/00,031558,1,2122.0,SS,2131.36,0.08,0.01,,,0.036,2670.0,,,,,0.257,0.428,,,,,SS  M/C F   PRY
100010205720W500,100/01-02-057-20W5/00,031558,1,2122.0,DE,2131.44,0.46,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100010205720W500,100/01-02-057-20W5/00,031558,1,2122.0,SS,2131.9,0.04,0.01,,,0.022,2670.0,,,,,,0.83,,,,,SS  M/C F   SH  CALCPREC
100010205720W500,100/01-02-057-20W5/00,031558,1,2122.0,DE,2131.94,0.17,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100010205720W500,100/01-02-057-20W5/00,031558,1,2122.0,SS,2132.11,0.11,0.05,,,0.033,2670.0,,,,,0.172,0.715,,,,,SS  M/C F   SH  CALCPREC
100010205720W500,100/01-02-057-20W5/00,031558,1,2122.0,DE,2132.22,4.78,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100010205720W500,100/01-02-057-20W5/00,031558,2,2122.0,DE,2142.0,2.4,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100010205720W500,100/01-02-057-20W5/00,031558,2,2122.0,SS,2144.4,0.08,0.01,,,0.014,3150.0,,,,,,0.67,,,,,SS  M/C F   SH  SLT SID
100010205720W500,100/01-02-057-20W5/00,031558,2,2122.0,DE,2144.48,0.45,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100010205720W500,100/01-02-057-20W5/00,031558,2,2122.0,SS,2144.93,0.32,0.01,,,0.036,2680.0,,,,,0.113,0.705,,,,,SS  M/C F   SH  ARGLPRY
100010205720W500,100/01-02-057-20W5/00,031558,2,2122.0,SS,2145.25,0.13,0.13,,,0.025,2650.0,,,,,,0.505,,,,,SS  M/C M   SH  ARGL
100010205720W500,100/01-02-057-20W5/00,031558,2,2122.0,SS,2145.38,0.24,0.01,,,0.034,2690.0,,,,,0.167,0.625,,,,,SS  M/C F   SH  ARGLPRY
100010205720W500,100/01-02-057-20W5/00,031558,2,2122.0,DE,2145.62,4.92,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100010205720W500,100/01-02-057-20W5/00,031558,2,2122.0,SS,2150.54,0.24,0.01,,,0.046,2660.0,,,,,0.32,0.548,,,,,SS  M/C F   SH  ARGL
100010205720W500,100/01-02-057-20W5/00,031558,2,2122.0,DE,2150.78,0.2,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100010205720W500,100/01-02-057-20W5/00,031558,2,2122.0,SS,2150.98,0.24,0.04,,,0.05,2670.0,,,,,0.263,0.559,,,,,SS  M/C F   SH  ARGLPRY
100010205720W500,100/01-02-057-20W5/00,031558,2,2122.0,DE,2151.22,0.61,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100010205720W500,100/01-02-057-20W5/00,031558,2,2122.0,SS,2151.83,0.26,0.05,,,0.073,2660.0,,,,,0.388,0.438,,,,,SS  M/C F   SH  ARGL
100010205720W500,100/01-02-057-20W5/00,031558,2,2122.0,SS,2152.09,0.51,0.01,,,0.054,2660.0,,,,,0.362,0.492,,,,,SS  M/C F   SH  ARGLPRY
