uwi,formatted uwi,date,top measure (m) (m),bottom measure (m) (m),formation,treatment
100010105720W500,100/01-01-057-20W5/00,1981-01-23,2170.0,2174.0,CARDIUM SD,JET PERFORATION
100010105720W500,100/01-01-057-20W5/00,1981-01-23,2177.5,2181.0,CARDIUM SD,JET PERFORATION
100010105720W500,100/01-01-057-20W5/00,1981-01-27,2170.0,2181.0,CARDIUM SD,FRACTURED
100010105720W500,100/01-01-057-20W5/00,1981-02-01,2153.0,2155.0,CARDIUM SD,JET PERFORATION
100010105720W500,100/01-01-057-20W5/00,1981-02-04,2153.0,2155.0,CARDIUM SD,FRACTURED
100010205720W500,100/01-02-057-20W5/00,1981-04-30,2129.19,2130.19,CARDIUM SD,JET PERFORATION
100010205720W500,100/01-02-057-20W5/00,1981-04-30,2145.5,2146.5,CARDIUM SD,JET PERFORATION
100010205720W500,100/01-02-057-20W5/00,1981-05-01,2129.19,2146.5,CARDIUM SD,ACID SQUEEZE - PRESS USED
100010205720W500,100/01-02-057-20W5/00,1981-05-02,2129.19,2146.5,CARDIUM SD,FRACTURED
100010205720W500,100/01-02-057-20W5/00,1981-05-08,2152.0,2154.0,CARDIUM SD,JET PERFORATION
100010205922W500,100/01-02-059-22W5/00,2009-10-04,2152.0,2152.1,,FRACTURED
100010205922W500,100/01-02-059-22W5/00,2009-10-04,2220.2,2220.3,,FRACTURED
100010205922W500,100/01-02-059-22W5/00,2009-10-04,2288.1,2288.2,,FRACTURED
100010205922W500,100/01-02-059-22W5/00,2009-10-04,2356.4,2356.5,,FRACTURED
100010205922W500,100/01-02-059-22W5/00,2009-10-04,2431.8,2431.9,,FRACTURED
100010205922W500,100/01-02-059-22W5/00,2009-10-04,2483.4,2483.5,,FRACTURED
100010806021W500,100/01-08-060-21W5/00,2006-08-03,2453.0,2459.0,GETHING FM,JET PERFORATION
100010806021W500,100/01-08-060-21W5/00,2006-08-04,2453.0,2459.0,GETHING FM,FRACTURED
100010806021W500,100/01-08-060-21W5/00,2010-08-31,2276.0,2278.0,SPIRIT RIVER FM,JET PERFORATION
100010806021W500,100/01-08-060-21W5/00,2010-09-01,2184.0,2185.0,SPIRIT RIVER FM,JET PERFORATION
100010806021W500,100/01-08-060-21W5/00,2010-09-06,2184.0,2185.0,SPIRIT RIVER FM,FRACTURED
100010806021W500,100/01-08-060-21W5/00,2010-09-06,2276.0,2278.0,SPIRIT RIVER FM,FRACTURED
100011105720W503,100/01-11-057-20W5/03,1981-11-24,2119.8,2120.8,,JET PERFORATION
100011105720W503,100/01-11-057-20W5/03,1981-11-24,2137.0,2138.0,,JET PERFORATION
100011105720W503,100/01-11-057-20W5/03,1981-11-26,2119.8,2138.0,,ACID SQUEEZE - PRESS USED
100011105720W503,100/01-11-057-20W5/03,1981-11-27,2119.8,2138.0,,FRACTURED
100011105720W503,100/01-11-057-20W5/03,1981-11-30,2143.0,2144.0,,JET PERFORATION
100011105720W503,100/01-11-057-20W5/03,1995-09-20,2119.8,2144.0,,CEMENT SQUEEZE
100011105720W503,100/01-11-057-20W5/03,1995-11-02,2576.0,2582.2,MANNVILLE GRP,JET PERFORATION
100011105720W503,100/01-11-057-20W5/03,1995-11-02,2580.8,2587.0,MANNVILLE GRP,JET PERFORATION
100011105720W503,100/01-11-057-20W5/03,1995-11-03,2576.0,2587.0,MANNVILLE GRP,FRACTURED
100011105720W503,100/01-11-057-20W5/03,1995-11-08,2562.0,0.0,MANNVILLE GRP,HISTORICAL
100011105720W503,100/01-11-057-20W5/03,1996-01-11,2330.0,2350.0,SECOND WHITE SPECKS,JET PERFORATION
100011105720W503,100/01-11-057-20W5/03,1996-01-15,2330.0,2350.0,SECOND WHITE SPECKS,ACID SQUEEZE - PRESS USED
100011105720W503,100/01-11-057-20W5/03,1996-01-19,2326.1,0.0,SECOND WHITE SPECKS,PACKER
100011105720W503,100/01-11-057-20W5/03,2002-01-28,2120.0,2122.0,,JET PERFORATION
100011105720W503,100/01-11-057-20W5/03,2002-01-28,2137.0,2140.0,,JET PERFORATION
100011105720W503,100/01-11-057-20W5/03,2002-02-01,2120.0,2140.0,,FRACTURED
100011905518W500,100/01-19-055-18W5/00,1981-09-12,1906.0,1907.5,CARDIUM SD,JET PERFORATION
100011905518W500,100/01-19-055-18W5/00,1981-09-12,1927.0,1928.0,CARDIUM SD,JET PERFORATION
100011905518W500,100/01-19-055-18W5/00,1981-09-12,1932.5,1934.0,CARDIUM SD,JET PERFORATION
100011905518W500,100/01-19-055-18W5/00,1981-09-13,1906.0,1934.0,CARDIUM SD,CHEMICAL SQUEEZE
100011905518W500,100/01-19-055-18W5/00,2001-03-14,1932.0,1934.5,CARDIUM SD,JET PERFORATION
100012805720W500,100/01-28-057-20W5/00,2009-12-29,3042.0,3043.0,,OPEN-HOLE COMPLETION
100012805720W500,100/01-28-057-20W5/00,2010-01-10,2108.69,2108.8,,FRACTURED
100012805720W500,100/01-28-057-20W5/00,2010-01-10,2221.9,2222.0,,FRACTURED
100012805720W500,100/01-28-057-20W5/00,2010-01-10,2334.8,2334.9,,FRACTURED
100012805720W500,100/01-28-057-20W5/00,2010-01-10,2448.3,2448.4,,FRACTURED
100012805720W500,100/01-28-057-20W5/00,2010-01-10,2561.9,2562.0,,FRACTURED
100012805720W500,100/01-28-057-20W5/00,2010-01-10,2675.4,2675.5,,FRACTURED
100012805720W500,100/01-28-057-20W5/00,2010-01-10,2788.9,2789.0,,FRACTURED
100012805720W500,100/01-28-057-20W5/00,2010-01-10,2901.9,2902.0,,FRACTURED
100012805720W500,100/01-28-057-20W5/00,2010-01-10,3015.0,3015.1,,FRACTURED
100013505419W502,100/01-35-054-19W5/02,2000-06-07,2360.0,2368.0,BASE FISH SCALES MARKER,JET PERFORATION
100013505419W502,100/01-35-054-19W5/02,2000-06-08,1972.1,0.0,CARDIUM SD,PACKER
100013505419W502,100/01-35-054-19W5/02,2000-06-08,1978.0,1979.5,CARDIUM SD,JET PERFORATION
100013505419W502,100/01-35-054-19W5/02,2000-06-08,2346.0,2354.0,BASE FISH SCALES MARKER,BRIDGE PLUG CAPPED W/CEMENT
100013505419W502,100/01-35-054-19W5/02,2000-06-08,2354.0,0.0,BASE FISH SCALES MARKER,BRIDGE PLUG
100013505419W502,100/01-35-054-19W5/02,2000-06-28,1978.0,1979.5,CARDIUM SD,FRACTURED
100013505419W502,100/01-35-054-19W5/02,2000-06-30,1960.0,1963.5,CARDIUM SD,JET PERFORATION
100013505419W502,100/01-35-054-19W5/02,2000-07-01,1960.0,1963.5,CARDIUM SD,FRACTURED
100021705518W500,100/02-17-055-18W5/00,1980-11-20,1869.0,1876.0,CARDIUM SD,JET PERFORATION
100021705518W500,100/02-17-055-18W5/00,1980-11-20,1880.0,1881.0,CARDIUM SD,JET PERFORATION
100021705518W500,100/02-17-055-18W5/00,1980-11-26,1849.0,1853.0,CARDIUM SD,JET PERFORATION
100021705518W500,100/02-17-055-18W5/00,1980-11-28,1849.0,1853.0,CARDIUM SD,FRACTURED
100021905320W500,100/02-19-053-20W5/00,2001-03-22,2205.0,2210.0,CARDIUM SD,JET PERFORATION
100021905320W500,100/02-19-053-20W5/00,2001-03-22,2213.5,2217.2,CARDIUM SD,JET PERFORATION
100021905320W500,100/02-19-053-20W5/00,2001-03-23,2205.0,2210.0,CARDIUM SD,FRACTURED
100021905320W500,100/02-19-053-20W5/00,2001-03-23,2213.5,2217.2,CARDIUM SD,FRACTURED
100021905320W500,100/02-19-053-20W5/00,2001-03-27,2184.0,2186.0,CARDIUM FM,JET PERFORATION
100021905320W500,100/02-19-053-20W5/00,2001-03-28,2184.0,2186.0,CARDIUM FM,FRACTURED
100021905320W500,100/02-19-053-20W5/00,2007-07-13,649.0,650.0,,JET PERFORATION
100021905320W500,100/02-19-053-20W5/00,2007-07-21,649.0,650.0,,REMEDIAL CASING
100022306319W500,100/02-23-063-19W5/00,1994-07-27,1533.0,1536.0,MANNVILLE GRP,JET PERFORATION
100022306319W500,100/02-23-063-19W5/00,1994-07-31,1533.0,1536.0,MANNVILLE GRP,FRACTURED
100022806418W500,100/02-28-064-18W5/00,1961-01-31,1399.0,1401.8,VIKING SANDSTONE,JET PERFORATION
100022806418W500,100/02-28-064-18W5/00,1961-02-01,1399.0,1401.8,VIKING SANDSTONE,ACID SQUEEZE - PRESS USED
100022905619W500,100/02-29-056-19W5/00,1984-08-27,2351.0,2356.0,SECOND WHITE SPECKS,JET PERFORATION
100022905619W500,100/02-29-056-19W5/00,1984-09-02,2333.0,2349.7,SECOND WHITE SPECKS,JET PERFORATION
100022905619W500,100/02-29-056-19W5/00,1984-09-03,2333.0,2349.7,SECOND WHITE SPECKS,FRACTURED
100032205720W502,100/03-22-057-20W5/02,2007-03-02,2715.0,2718.5,,JET PERFORATION
100032205720W502,100/03-22-057-20W5/02,2008-01-25,2686.0,2694.0,,BRIDGE PLUG CAPPED W/CEMENT
100032205720W502,100/03-22-057-20W5/02,2008-01-25,2702.0,0.0,,BRIDGE PLUG
100032205720W502,100/03-22-057-20W5/02,2008-01-27,1925.5,1927.0,,JET PERFORATION
100032205720W502,100/03-22-057-20W5/02,2008-01-27,1943.0,1945.5,,JET PERFORATION
100032205720W502,100/03-22-057-20W5/02,2008-01-30,1912.6,0.0,,PACKER
100032205720W502,100/03-22-057-20W5/02,2008-01-30,1927.7,0.0,,PACKER
100032205720W502,100/03-22-057-20W5/02,2008-02-02,1943.0,1945.5,,FRACTURED
100032705720W500,100/03-27-057-20W5/00,2010-02-03,3161.0,3163.0,,OPEN-HOLE COMPLETION
100032705720W500,100/03-27-057-20W5/00,2010-02-23,2091.1,2091.19,,FRACTURED
100032705720W500,100/03-27-057-20W5/00,2010-02-23,2189.8,2189.9,,FRACTURED
100032705720W500,100/03-27-057-20W5/00,2010-02-23,2354.7,2354.8,,FRACTURED
100032705720W500,100/03-27-057-20W5/00,2010-02-23,2530.7,2530.8,,FRACTURED
100032705720W500,100/03-27-057-20W5/00,2010-02-23,2641.8,2641.9,,FRACTURED
100032705720W500,100/03-27-057-20W5/00,2010-02-23,2760.9,2761.0,,FRACTURED
100032705720W500,100/03-27-057-20W5/00,2010-02-23,2873.7,2873.8,,FRACTURED
100032705720W500,100/03-27-057-20W5/00,2010-02-23,2974.3,2974.4,,FRACTURED
100032705720W500,100/03-27-057-20W5/00,2010-02-23,3073.5,3073.6,,FRACTURED
100032705720W500,100/03-27-057-20W5/00,2010-02-23,3146.7,3146.8,,FRACTURED
100033506419W500,100/03-35-064-19W5/00,1996-12-12,1378.8,0.0,VIKING FM,HISTORICAL
100033506419W500,100/03-35-064-19W5/00,1996-12-13,1401.0,1410.0,NOTIKEWIN MBR,JET PERFORATION
100040605319W500,100/04-06-053-19W5/00,2001-04-20,2252.0,2253.6,CARDIUM SD,JET PERFORATION
100040605319W500,100/04-06-053-19W5/00,2001-04-20,2254.7,2255.6,CARDIUM SD,JET PERFORATION
100040605319W500,100/04-06-053-19W5/00,2001-04-20,2258.0,2261.2,CARDIUM SD,JET PERFORATION
100040605319W500,100/04-06-053-19W5/00,2001-04-20,2268.0,2269.0,CARDIUM SD,JET PERFORATION
100040605319W500,100/04-06-053-19W5/00,2001-04-22,2252.0,2253.6,CARDIUM SD,FRACTURED
100040605319W500,100/04-06-053-19W5/00,2001-04-22,2254.7,2255.6,CARDIUM SD,FRACTURED
100040605319W500,100/04-06-053-19W5/00,2001-04-22,2258.0,2261.2,CARDIUM SD,FRACTURED
100040605319W500,100/04-06-053-19W5/00,2001-04-22,2268.0,2269.0,CARDIUM SD,FRACTURED
100040905518W502,100/04-09-055-18W5/02,1978-12-20,1853.5,1857.5,CARDIUM SD,JET PERFORATION
100040905518W502,100/04-09-055-18W5/02,1978-12-20,1853.5,1857.5,CARDIUM SD,FRACTURED
100040905518W502,100/04-09-055-18W5/02,1980-09-15,1874.5,1877.5,CARDIUM SD,JET PERFORATION
100040905518W502,100/04-09-055-18W5/02,1980-09-15,1879.5,1882.0,CARDIUM SD,JET PERFORATION
100041505619W502,100/04-15-056-19W5/02,1982-01-07,2305.0,2310.0,SECOND WHITE SPECKS,JET PERFORATION
100041505619W502,100/04-15-056-19W5/02,1982-01-11,2305.0,2313.0,SECOND WHITE SPECKS,ACID SQUEEZE - PRESS USED
100041505619W502,100/04-15-056-19W5/02,1982-01-11,2310.0,2313.0,SECOND WHITE SPECKS,JET PERFORATION
100041505619W502,100/04-15-056-19W5/02,1982-01-20,2095.0,2097.0,CARDIUM SD,JET PERFORATION
100041505619W502,100/04-15-056-19W5/02,1982-01-20,2112.0,2114.0,CARDIUM SD,JET PERFORATION
100041505619W502,100/04-15-056-19W5/02,1982-01-24,2095.0,2114.0,CARDIUM SD,FRACTURED
100041505619W502,100/04-15-056-19W5/02,1982-02-23,2290.0,0.0,SECOND WHITE SPECKS,THROUGH TUBING PACKER
100041505619W502,100/04-15-056-19W5/02,1987-05-05,2313.0,2317.0,SECOND WHITE SPECKS,JET PERFORATION
100041505619W502,100/04-15-056-19W5/02,1987-05-06,2305.0,2317.0,SECOND WHITE SPECKS,ACID SQUEEZE - PRESS USED
100042105519W500,100/04-21-055-19W5/00,2003-06-08,2756.0,2761.0,GETHING FM,JET PERFORATION
100042105519W500,100/04-21-055-19W5/00,2003-06-11,2756.0,2761.0,GETHING FM,FRACTURED
100042105519W500,100/04-21-055-19W5/00,2010-09-15,2011.5,2015.0,,JET PERFORATION
100042105519W500,100/04-21-055-19W5/00,2010-09-18,2011.5,2015.0,,FRACTURED
100042805519W500,100/04-28-055-19W5/00,2012-01-25,3937.0,3939.0,,OPEN-HOLE COMPLETION
100042805519W500,100/04-28-055-19W5/00,2012-02-12,3753.3,3754.3,,FRACTURED
100042805519W500,100/04-28-055-19W5/00,2012-02-12,3852.4,3853.4,,FRACTURED
100042805519W500,100/04-28-055-19W5/00,2012-02-12,3924.7,3925.7,,FRACTURED
100042805519W500,100/04-28-055-19W5/00,2012-02-13,3345.3,3346.3,,FRACTURED
100042805519W500,100/04-28-055-19W5/00,2012-02-13,3443.9,3444.9,,FRACTURED
100042805519W500,100/04-28-055-19W5/00,2012-02-13,3554.4,3555.4,,FRACTURED
100042805519W500,100/04-28-055-19W5/00,2012-02-13,3670.1,3671.1,,FRACTURED
100042805519W500,100/04-28-055-19W5/00,2012-02-14,2838.1,2839.1,,FRACTURED
100042805519W500,100/04-28-055-19W5/00,2012-02-14,2975.3,2976.3,,FRACTURED
100042805519W500,100/04-28-055-19W5/00,2012-02-14,3049.3,3050.3,,FRACTURED
100042805519W500,100/04-28-055-19W5/00,2012-02-14,3148.4,3149.4,,FRACTURED
100042805519W500,100/04-28-055-19W5/00,2012-02-14,3246.3,3247.3,,FRACTURED
100043605519W500,100/04-36-055-19W5/00,1976-01-06,3659.4,3666.7,WOODBEND GRP,JET PERFORATION
100043605519W500,100/04-36-055-19W5/00,1976-01-10,3660.0,3666.7,WOODBEND GRP,JET PERFORATION
100043605519W500,100/04-36-055-19W5/00,1976-01-11,3659.4,3666.7,WOODBEND GRP,ACID SQUEEZE - PRESS USED
100043605519W500,100/04-36-055-19W5/00,1976-01-13,3659.4,3666.7,WOODBEND GRP,ACID SQUEEZE - PRESS USED
100043605519W500,100/04-36-055-19W5/00,1976-01-21,3586.0,3627.1,WOODBEND GRP,CEMENT PLUG
100043605519W500,100/04-36-055-19W5/00,1977-02-28,2148.8,2167.1,SECOND WHITE SPECKS,JET PERFORATION
100043605519W500,100/04-36-055-19W5/00,1977-02-28,2246.4,2255.5,SECOND WHITE SPECKS,JET PERFORATION
100043605519W500,100/04-36-055-19W5/00,1977-03-01,2148.8,2167.1,SECOND WHITE SPECKS,ACID SQUEEZE - PRESS USED
100043605519W500,100/04-36-055-19W5/00,1977-03-01,2246.4,2255.5,SECOND WHITE SPECKS,ACID SQUEEZE - PRESS USED
100043605519W500,100/04-36-055-19W5/00,1977-03-02,1942.2,1945.8,CARDIUM SD,JET PERFORATION
100043605519W500,100/04-36-055-19W5/00,1977-03-02,1960.8,1964.4,CARDIUM SD,JET PERFORATION
100043605519W500,100/04-36-055-19W5/00,1977-03-02,2040.6,2048.3,CARDIUM SD,BRIDGE PLUG CAPPED W/CEMENT
100043605519W500,100/04-36-055-19W5/00,1977-03-04,1942.2,1964.4,CARDIUM SD,ACID SQUEEZE - PRESS USED
100043605519W500,100/04-36-055-19W5/00,1978-03-07,1942.2,1964.4,CARDIUM SD,FRACTURED
100051905518W500,100/05-19-055-18W5/00,2008-07-23,1947.0,1950.0,,JET PERFORATION
100051905518W500,100/05-19-055-18W5/00,2008-07-23,1966.0,1968.0,,JET PERFORATION
100051905518W500,100/05-19-055-18W5/00,2008-07-23,1972.0,1975.0,,JET PERFORATION
100051905518W500,100/05-19-055-18W5/00,2008-07-25,1947.0,1950.0,,FRACTURED
100051905518W500,100/05-19-055-18W5/00,2008-07-25,1966.0,1968.0,,FRACTURED
100051905518W500,100/05-19-055-18W5/00,2008-07-25,1972.0,1975.0,,FRACTURED
100052105922W500,100/05-21-059-22W5/00,2009-07-14,2455.0,2457.0,CARDIUM SD,OPEN-HOLE COMPLETION
100052105922W500,100/05-21-059-22W5/00,2009-07-29,2128.8,2128.9,CARDIUM SD,FRACTURED
100052105922W500,100/05-21-059-22W5/00,2009-07-29,2226.6,2226.7,CARDIUM SD,FRACTURED
100052105922W500,100/05-21-059-22W5/00,2009-07-29,2301.9,2302.0,CARDIUM SD,FRACTURED
100052105922W500,100/05-21-059-22W5/00,2009-07-29,2375.4,2375.5,CARDIUM SD,FRACTURED
100052105922W500,100/05-21-059-22W5/00,2009-07-29,2447.7,2447.8,CARDIUM SD,FRACTURED
100053305418W500,100/05-33-054-18W5/00,1980-10-14,1874.5,1876.5,CARDIUM SD,JET PERFORATION
100053305418W500,100/05-33-054-18W5/00,1980-10-14,1882.0,1885.0,CARDIUM SD,JET PERFORATION
100053305418W500,100/05-33-054-18W5/00,1980-10-18,1874.5,1885.0,CARDIUM SD,FRACTURED
100053305418W500,100/05-33-054-18W5/00,1980-10-23,1853.5,1856.0,CARDIUM SD,JET PERFORATION
100053305418W500,100/05-33-054-18W5/00,1980-10-25,1853.5,1856.0,CARDIUM SD,FRACTURED
100062105619W500,100/06-21-056-19W5/00,1982-10-23,2297.0,2309.0,SECOND WHITE SPECKS,JET PERFORATION
100062105619W500,100/06-21-056-19W5/00,1982-10-24,2297.0,2309.0,SECOND WHITE SPECKS,ACID SQUEEZE - PRESS USED
100062105619W500,100/06-21-056-19W5/00,1982-10-28,2282.0,2290.0,SECOND WHITE SPECKS,BRIDGE PLUG CAPPED W/CEMENT
100062105619W500,100/06-21-056-19W5/00,1982-10-29,2252.0,2275.0,SECOND WHITE SPECKS,JET PERFORATION
100062105619W500,100/06-21-056-19W5/00,1982-10-30,2252.0,2275.0,SECOND WHITE SPECKS,ACID SQUEEZE - PRESS USED
100062605620W500,100/06-26-056-20W5/00,1986-11-01,2019.3,0.0,CARDIUM FM,HISTORICAL
100062605620W500,100/06-26-056-20W5/00,1986-11-02,2045.0,2049.0,CARDIUM SD,JET PERFORATION
100062605620W500,100/06-26-056-20W5/00,1986-11-02,2045.0,2049.0,CARDIUM SD,FRACTURED
100062706022W500,100/06-27-060-22W5/00,2003-04-02,2559.0,2560.2,NORDEGG MBR,JET PERFORATION
100062706022W500,100/06-27-060-22W5/00,2003-04-02,2561.0,2562.3,MONTNEY FM,JET PERFORATION
100062706022W500,100/06-27-060-22W5/00,2003-04-02,2562.8,2564.3,MONTNEY FM,JET PERFORATION
100062706022W500,100/06-27-060-22W5/00,2003-04-02,2564.8,2565.2,MONTNEY FM,JET PERFORATION
100062706022W500,100/06-27-060-22W5/00,2003-04-02,2565.7,2566.7,MONTNEY FM,JET PERFORATION
100062706022W500,100/06-27-060-22W5/00,2003-04-02,2567.4,2568.0,MONTNEY FM,JET PERFORATION
100062706022W500,100/06-27-060-22W5/00,2003-04-02,2568.4,2569.0,MONTNEY FM,JET PERFORATION
100062706022W500,100/06-27-060-22W5/00,2003-04-02,2570.5,2571.4,MONTNEY FM,JET PERFORATION
100062706022W500,100/06-27-060-22W5/00,2003-04-04,2559.0,2571.4,NORDEGG MBR,FRACTURED
100062706022W500,100/06-27-060-22W5/00,2003-04-08,2542.0,2550.0,NORDEGG MBR,BRIDGE PLUG CAPPED W/CEMENT
100062706022W500,100/06-27-060-22W5/00,2003-04-09,2498.5,2502.0,CADOMIN FM,JET PERFORATION
100062706022W500,100/06-27-060-22W5/00,2003-07-23,2480.0,2488.0,GETHING FM,BRIDGE PLUG CAPPED W/CEMENT
100062706022W500,100/06-27-060-22W5/00,2003-07-24,2395.0,2399.0,BLUESKY FM,JET PERFORATION
100062706022W500,100/06-27-060-22W5/00,2003-07-28,2395.0,2399.0,BLUESKY FM,FRACTURED
100062706022W500,100/06-27-060-22W5/00,2003-07-30,2372.9,2374.0,MANNVILLE GRP,BRIDGE PLUG NO CEMENT REQUIRED
100062706022W500,100/06-27-060-22W5/00,2003-08-01,2120.3,2122.3,VIKING SANDSTONE,JET PERFORATION
100062706022W500,100/06-27-060-22W5/00,2015-12-09,2364.5,2373.0,MANNVILLE GRP,BRIDGE PLUG CAPPED W/CEMENT
100062706022W500,100/06-27-060-22W5/00,2015-12-10,2107.0,2115.5,BASE FISH SCALES MARKER,BRIDGE PLUG CAPPED W/CEMENT
100062706022W500,100/06-27-060-22W5/00,2015-12-13,754.8,1387.0,,CEMENT PLUG
100062706022W500,100/06-27-060-22W5/00,2015-12-15,402.5,473.0,,CEMENT PLUG
100062706022W500,100/06-27-060-22W5/00,2015-12-15,480.0,622.0,,CEMENT PLUG
100062706022W500,100/06-27-060-22W5/00,2015-12-17,377.0,385.4,,BRIDGE PLUG CAPPED W/CEMENT
100062805619W500,100/06-28-056-19W5/00,1976-01-15,2575.9,2577.4,VIKING SANDSTONE,JET PERFORATION
100062805619W500,100/06-28-056-19W5/00,1976-01-16,2567.9,2572.5,VIKING SANDSTONE,BRIDGE PLUG CAPPED W/CEMENT
100062805619W500,100/06-28-056-19W5/00,1976-01-17,2546.3,2549.3,VIKING SANDSTONE,JET PERFORATION
100062805619W500,100/06-28-056-19W5/00,1976-01-17,2546.3,2549.3,VIKING SANDSTONE,ACID SQUEEZE - PRESS USED
100062805619W500,100/06-28-056-19W5/00,1976-01-19,2539.0,2539.0,BASE FISH SCALES MARKER,BRIDGE PLUG CAPPED W/CEMENT
100062805619W500,100/06-28-056-19W5/00,1976-01-21,2354.3,2359.2,SECOND WHITE SPECKS,JET PERFORATION
100062805619W500,100/06-28-056-19W5/00,1976-01-21,2359.2,2361.9,SECOND WHITE SPECKS,JET PERFORATION
100062805619W500,100/06-28-056-19W5/00,1976-01-21,2361.9,2365.6,SECOND WHITE SPECKS,JET PERFORATION
100062805619W500,100/06-28-056-19W5/00,1976-01-21,2365.6,2369.8,SECOND WHITE SPECKS,JET PERFORATION
100062805619W500,100/06-28-056-19W5/00,1976-01-23,2354.3,2369.8,SECOND WHITE SPECKS,ACID SQUEEZE - PRESS USED
100062805619W500,100/06-28-056-19W5/00,1976-01-24,2354.3,2369.8,SECOND WHITE SPECKS,FRACTURED
100062805619W500,100/06-28-056-19W5/00,1976-02-02,2173.19,2175.4,CARDIUM SD,JET PERFORATION
100062805619W500,100/06-28-056-19W5/00,1976-02-02,2178.1,2179.9,CARDIUM SD,JET PERFORATION
100062805619W500,100/06-28-056-19W5/00,1976-02-02,2331.7,2331.7,SECOND WHITE SPECKS,BRIDGE PLUG CAPPED W/CEMENT
100062805619W500,100/06-28-056-19W5/00,1991-03-23,2155.0,2158.0,CARDIUM FM,JET PERFORATION
100062805619W500,100/06-28-056-19W5/00,1991-03-23,2173.0,2175.5,CARDIUM SD,JET PERFORATION
100062805619W500,100/06-28-056-19W5/00,1991-03-23,2178.0,2180.0,CARDIUM SD,JET PERFORATION
100062805619W500,100/06-28-056-19W5/00,1991-03-23,2182.19,2183.69,CARDIUM SD,JET PERFORATION
100062805619W500,100/06-28-056-19W5/00,1991-03-24,2155.0,2183.69,CARDIUM FM,ACID SQUEEZE - PRESS USED
100071005619W500,100/07-10-056-19W5/00,1973-01-13,2189.1,2192.1,SECOND WHITE SPECKS,JET PERFORATION
100071005619W500,100/07-10-056-19W5/00,1973-01-13,2192.1,2198.2,SECOND WHITE SPECKS,JET PERFORATION
100071005619W500,100/07-10-056-19W5/00,1973-01-13,2225.0,2232.7,SECOND WHITE SPECKS,BRIDGE PLUG CAPPED W/CEMENT
100071005619W500,100/07-10-056-19W5/00,2003-01-09,2189.1,2195.1,SECOND WHITE SPECKS,JET PERFORATION
100071005619W500,100/07-10-056-19W5/00,2003-01-09,2195.1,2200.7,SECOND WHITE SPECKS,JET PERFORATION
100071005619W500,100/07-10-056-19W5/00,2003-01-10,2189.1,2200.7,SECOND WHITE SPECKS,ACID SQUEEZE - PRESS USED
100071005921W502,100/07-10-059-21W5/02,1978-02-18,1879.1,1880.6,CARDIUM SD,CEMENT SQUEEZE
100071005921W502,100/07-10-059-21W5/02,1978-02-18,1879.1,1880.6,CARDIUM SD,JET PERFORATION
100071005921W502,100/07-10-059-21W5/02,1978-02-21,1879.1,1880.6,CARDIUM SD,CEMENT SQUEEZE
100071005921W502,100/07-10-059-21W5/02,1978-03-10,2673.1,2680.7,MONTNEY FM,ACID SQUEEZE - PRESS USED
100071005921W502,100/07-10-059-21W5/02,1978-03-10,2673.1,2680.7,MONTNEY FM,JET PERFORATION
100071005921W502,100/07-10-059-21W5/02,1979-03-13,2607.0,2660.0,GETHING FM,BRIDGE PLUG CAPPED W/CEMENT
100071005921W502,100/07-10-059-21W5/02,1979-03-16,1858.3,1860.5,CARDIUM SD,JET PERFORATION
100071005921W502,100/07-10-059-21W5/02,1979-11-26,1848.9,1851.1,CARDIUM SD,JET PERFORATION
100071005921W502,100/07-10-059-21W5/02,1979-11-26,1853.5,1856.5,CARDIUM SD,JET PERFORATION
100071005921W502,100/07-10-059-21W5/02,1980-02-11,1848.9,1860.3,CARDIUM SD,ACID SQUEEZE - PRESS USED
100071005921W502,100/07-10-059-21W5/02,1980-02-12,1848.9,1860.3,CARDIUM SD,FRACTURED
100071005921W502,100/07-10-059-21W5/02,1995-08-05,1883.4,1888.4,CARDIUM SD,BRIDGE PLUG CAPPED W/CEMENT
100071005921W502,100/07-10-059-21W5/02,1995-08-06,1849.4,1851.9,CARDIUM SD,JET PERFORATION
100071005921W502,100/07-10-059-21W5/02,1995-08-06,1854.0,1857.0,CARDIUM SD,JET PERFORATION
100071005921W502,100/07-10-059-21W5/02,1995-08-06,1858.8,1861.0,CARDIUM SD,JET PERFORATION
100071005921W502,100/07-10-059-21W5/02,1995-08-07,1848.9,1861.0,CARDIUM SD,FRACTURED
100071606420W500,100/07-16-064-20W5/00,1969-12-17,1556.6,1560.0,MANNVILLE GRP,JET PERFORATION
100071606420W500,100/07-16-064-20W5/00,1970-01-30,1556.6,1560.0,MANNVILLE GRP,ACID SQUEEZE - PRESS USED
100071606420W500,100/07-16-064-20W5/00,1982-09-07,1555.7,1564.2,MANNVILLE GRP,JET PERFORATION
100072105922W500,100/07-21-059-22W5/00,1980-09-01,2713.0,2717.0,CADOMIN FM,JET PERFORATION
