,,,,,,,,,,,,,,,,,,,,,,
17784 -  26,ALPHABOW ENERGY LTD.,,,,"Aug 6, 2009",4-9-55-18W5 BE,12-9-55-18W5 BE,0.89,D,OE,0,60.3,3.18,S,Z245.3,2901,0,W,U,0,,PINE CREEK
17784 -  27,ALPHABOW ENERGY LTD.,,,,"Aug 6, 2009",14-4-55-18W5 WE,12-9-55-18W5 B,1.46,O,OE,0,60.3,3.18,S,Z245.3,2901,5100,W,U,17,,PINE CREEK
17784 -  28,ALPHABOW ENERGY LTD.,,,,"Aug 6, 2009",14-4-55-18W5 BE,12-9-55-18W5 BE,1.46,D,OE,0,60.3,3.18,S,Z245.3,2901,0,W,U,0,,PINE CREEK
17784 -  29,ALPHABOW ENERGY LTD.,,,,"Aug 6, 2009",7-4-55-18W5 S,10-4-55-18W5 PL,0.44,O,OE,0,114.3,4.78,S,Z245.3,2901,5100,W,U,21,,PINE CREEK
17784 -  31,ALPHABOW ENERGY LTD.,,,,"Aug 6, 2009",10-4-55-18W5 PL,12-9-55-18W5 B,1.97,O,OE,0,114.3,4.78,S,Z245.3,2901,5100,W,U,21,CC,PINE CREEK
17784 -  32,ALPHABOW ENERGY LTD.,,,,"Dec 3, 2009",7-4-55-18W5 BE,7-4-55-18W5 BE,0.01,D,OE,0,60.3,3.18,S,Z245.3,2901,0,W,U,0,,PINE CREEK
17784 -  33,ALPHABOW ENERGY LTD.,,,,,8-5-55-18W5 WE,7-4-55-18W5 S,1.37,O,OE,0,60.3,3.18,S,Z245.3,2901,1040,W,U,3,,PINE CREEK
17784 -  34,ALPHABOW ENERGY LTD.,,,,"Aug 6, 2009",13-33-54-18W5 WE,7-4-55-18W5 S,1.1,O,OE,0,60.3,3.18,S,Z245.3,2901,5100,W,U,17,,PINE CREEK
17784 -  35,ALPHABOW ENERGY LTD.,,,,"Aug 6, 2009",13-33-54-18W5 PL,7-4-55-18W5 S,1.1,O,OE,0,60.3,3.18,S,Z245.3,2901,5100,W,U,17,,PINE CREEK
17784 -  37,ALPHABOW ENERGY LTD.,,,,"Aug 6, 2009",5-33-54-18W5 WE,7-4-55-18W5 S,2.03,O,OE,0,60.3,3.18,S,Z245.3,2901,5100,W,U,17,,PINE CREEK
17784 -  38,ALPHABOW ENERGY LTD.,,,,"Aug 6, 2009",15-32-54-18W5 WE,13-33-54-18W5 PL,0.82,O,OE,0,60.3,3.18,S,Z245.3,2901,5100,W,U,17,,PINE CREEK
17784 -  39,ALPHABOW ENERGY LTD.,,,,"Aug 6, 2009",5-19-55-18W5 WE,4-19-55-18W5 PL,0.09,O,OE,0,88.9,4,S,Z245.1,3592,5100,W,U,16,,PINE CREEK
17784 -  40,ALPHABOW ENERGY LTD.,,,,"Dec 3, 2009",15-28-54-18W5 WE,5-33-54-18W5 PL,1.17,O,OE,0,82.6,3.6,A,6063  ,T1B ,5100,H,U,68,,PINE CREEK
17784 -  41,ALPHABOW ENERGY LTD.,,,,"Dec 3, 2009",5-33-54-18W5 PL,7-4-55-18W5 S,2.02,O,OE,0,60.3,3.18,S,Z245.3,2901,5100,W,U,17,,PINE CREEK
19263 -  2,ALPHABOW ENERGY LTD.,,,,"Jun 25, 1996",9-17-56-19W5 WE,3-21-56-19W5 S,1.97,O,OE,0,60.3,3.18,S,Z245.3,2901,9930,W,U,32,,PINE CREEK
19263 -  8,ALPHABOW ENERGY LTD.,,,,"Nov 7, 1995",9-9-56-19W5 BE,7-10-56-19W5 BE,1.53,A,OE,0,60.3,3.18,S,Z245.3,2901,0,W,U,0,,PINE CREEK
19378 -  1,ALPHABOW ENERGY LTD.,,,,"Nov 20, 2008",12-30-55-18W5 WE,4-30-55-18W5 B,0.7,O,OE,0,88.9,3.96,S,Z245.3,2901,5100,W,U,20,,PINE CREEK
19378 -  2,ALPHABOW ENERGY LTD.,,,,"Nov 20, 2008",12-19-55-18W5 BE,4-30-55-18W5 BE,1,D,OE,0,88.9,3.96,S,Z245.3,2901,0,W,U,0,,PINE CREEK
19378 -  3,ALPHABOW ENERGY LTD.,,,,"Sep 28, 1982",4-30-55-18W5 BE,4-30-55-18W5 BE,0.03,D,OE,0,60.3,3.91,S,A53   ,B   ,0,W,U,0,,PINE CREEK
19548 -  2,ALPHABOW ENERGY LTD.,,,,"Aug 13, 1986",7-10-56-19W5 BE,16-16-56-19W5 BE,3.15,D,NG,0,60.3,3.18,S,Z245.1,2901,0,W,U,0,,PINE CREEK
19548 -  3,ALPHABOW ENERGY LTD.,,,,"Aug 13, 1986",4-15-56-19W5 BE,6-15-56-19W5 BE,0.36,D,NG,0,60.3,3.18,S,Z245.1,2901,0,W,U,0,,PINE CREEK
19548 -  4,ALPHABOW ENERGY LTD.,,,,"Sep 16, 2011",10-3-56-19W5 BE,7-10-56-19W5 BE,1.1,D,NG,0,168.3,4.8,S,Z245.1,3592,0,W,U,0,,PINE CREEK
19548 -  6,ALPHABOW ENERGY LTD.,,,,"Jun 2, 2012",7-10-56-19W5 CS,14-2-56-19W5 PL,1.52,O,NG,0,168.3,4.8,S,Z245.1,3592,9930,W,U,48,,PINE CREEK
20478 -  1,ALPHABOW ENERGY LTD.,,,,"Dec 3, 2009",6-21-56-19W5 BE,3-21-56-19W5 BE,0.08,D,OE,0,88.9,5.49,S,Z245.3,2901,0,W,U,0,,PINE CREEK
20485 -  1,ALPHABOW ENERGY LTD.,,,,"Nov 20, 2008",6-28-56-19W5 BE,7-29-56-19W5 BE,1.2,D,OE,0,88.9,3.18,S,Z245.3,2901,0,W,U,0,,PINE CREEK
20485 -  2,ALPHABOW ENERGY LTD.,,,,"Nov 20, 2008",7-29-56-19W5 WE,7-29-56-19W5 S,0.06,O,OE,0,60.3,3.91,S,A106  ,B   ,5100,W,U,16,,PINE CREEK
20485 -  3,ALPHABOW ENERGY LTD.,,,,"Nov 20, 2008",7-29-56-19W5 S,3-21-56-19W5 S,2.31,O,OE,0,88.9,3.18,S,Z245.3,2901,5100,W,U,25,,PINE CREEK
25941 -  1,ALPHABOW ENERGY LTD.,,,,"Nov 20, 2008",1-19-55-18W5 BE,16-18-55-18W5 BE,0.4,D,OE,0,60.3,2.1,S,Z245.1,2902,0,W,U,0,,PINE CREEK
26352 -  1,ALPHABOW ENERGY LTD.,,,,"Nov 20, 2008",4-30-55-18W5 B,16-24-55-19W5 S,1.2,O,NG,0,60.3,2.1,S,Z245.1,2902,5100,W,U,25,,PINE CREEK
29725 -  2,ALPHABOW ENERGY LTD.,,,,"Dec 24, 2009",7-27-56-20W5 BE,10-27-56-20W5 BE,0.7,A,NG,0,114.3,3.2,S,Z245.1,2901,0,Z,U,0,,PINE CREEK
29725 -  3,ALPHABOW ENERGY LTD.,,,,"Nov 20, 2008",13-36-55-20W5 BE,10-12-56-20W5 BE,3.79,D,NG,0,88.9,3.2,S,Z245.1,2901,0,Z,U,0,CC,PINE CREEK
29725 -  4,ALPHABOW ENERGY LTD.,,,,"Nov 20, 2008",10-12-56-20W5 BE,7-7-56-19W5 BE,2.06,D,NG,0,114.3,3.2,S,Z245.1,2901,0,Z,U,0,,PINE CREEK
29725 -  7,ALPHABOW ENERGY LTD.,,,,"Nov 20, 2008",14-8-56-19W5 PL,3-21-56-19W5 S,3.68,O,NG,0,60.3,3.2,S,Z245.3,2901,5100,W,U,17,,PINE CREEK
31242 -  1,ALPHABOW ENERGY LTD.,,,,"Jul 31, 1998",6-21-52-17W5 WE,6-21-52-17W5 PL,0.09,O,NG,0,88.9,3.2,S,Z245.1,2901,8960,W,U,43,,EDSON
32114 -  2,ALPHABOW ENERGY LTD.,,,,"Apr 22, 1999",11-22-55-19W5 WE,11-23-55-19W5 PL,2,O,NG,0,89,4,S,Z245.1,2901,6890,W,U,26,,PINE CREEK
32114 -  3,ALPHABOW ENERGY LTD.,,,,"Mar 20, 2009",7-28-55-19W5 WE,2-28-55-19W5 PL,0.3,O,NG,0,88.9,3.2,S,Z245.1,3592,5100,W,U,20,,PINE CREEK
32114 -  4,ALPHABOW ENERGY LTD.,,,,"Mar 20, 2009",11-22-55-19W5 CS,2-28-55-19W5 PL,2.11,O,NG,0,88.9,3.2,S,Z245.1,3592,5100,W,U,20,CC,PINE CREEK
32345 -  1,ALPHABOW ENERGY LTD.,,,,,4-34-52-16W5 BE,12-8-53-16W5 BE,4.69,A,OE,0,60.3,3.9,S,5LX   ,X42 ,0,W,U,0,,EDSON
32903 -  1,ALPHABOW ENERGY LTD.,,,,"Nov 20, 2008",4-36-55-19W5 BE,11-25-55-19W5 BE,0.97,D,OE,0,60.3,3,S,Z245.1,2901,0,W,U,0,,PINE CREEK
33614 -  1,ALPHABOW ENERGY LTD.,,,,"May 18, 2000",11-27-52-16W5 B,15-33-52-16W5 PL,2.47,O,NG,0,82.6,3.6,A,6063  ,T1B ,5300,H,U,71,,EDSON
33615 -  1,ALPHABOW ENERGY LTD.,,,,"May 18, 2000",15-22-52-16W5 WE,11-27-52-16W5 B,1.79,O,OE,0,82.6,3.6,A,6063  ,T1B ,4960,H,U,66,,EDSON
33723 -  1,ALPHABOW ENERGY LTD.,,,,"Jun 9, 2000",12-21-55-19W5 WE,11-22-55-19W5 CS,1.9,O,NG,0,82.6,3.6,A,6063  ,T1B ,5100,H,U,68,,PINE CREEK
33723 -  2,ALPHABOW ENERGY LTD.,,,,"Nov 20, 2008",4-21-55-19W5 WE,12-21-55-19W5 PL,0.89,O,NG,0,114.3,3.2,S,Z245.1,2901,5100,W,U,31,,PINE CREEK
33723 -  3,ALPHABOW ENERGY LTD.,,,,"Jul 14, 2004",12-21-55-19W5 PL,11-22-55-19W5 PL,1.84,O,NG,0,114.3,3.2,S,Z245.1,2901,5100,W,U,31,,PINE CREEK
33724 -  1,ALPHABOW ENERGY LTD.,,,,"Jun 9, 2000",1-1-57-20W5 PL,16-31-56-19W5 PL,2.97,O,NG,0,82.6,3.6,A,6063  ,T1B ,5100,H,U,68,CC,PINE CREEK
33724 -  2,ALPHABOW ENERGY LTD.,,,,"Jun 9, 2000",11-1-57-20W5 WE,3-1-57-20W5 PL,0.53,O,NG,0,82.6,3.6,A,6063  ,T1B ,5100,H,U,68,,PINE CREEK
33724 -  3,ALPHABOW ENERGY LTD.,,,,"Jun 9, 2000",1-1-57-20W5 WE,1-1-57-20W5 PL,0.12,O,NG,0,82.6,3.6,A,6063  ,T1B ,5100,H,U,68,,PINE CREEK
33724 -  4,ALPHABOW ENERGY LTD.,,,,"Nov 30, 2000",16-22-54-18W5 WE,13-23-54-18W5 PL,0.6,O,NG,0,88.9,3.2,S,Z245.1,2901,4970,W,U,24,,EDSON
33724 -  5,ALPHABOW ENERGY LTD.,,,,"Oct 5, 2007",2-30-54-18W5 WE,10-31-54-18W5 PL,4.42,O,NG,0,82.6,3.6,A,6063  ,T1B ,5100,H,U,68,,PINE CREEK
33724 -  6,ALPHABOW ENERGY LTD.,,,,"Oct 5, 2007",1-35-54-19W5 WE,2-36-54-19W5 PL,1.3,O,NG,0,82.6,3.6,A,6063  ,T1B ,5100,H,U,68,,PINE CREEK
33724 -  8,ALPHABOW ENERGY LTD.,,,,"Mar 5, 2001",10-31-54-18W5 PL,7-4-55-18W5 PL,1.9,O,NG,0,82.6,3.6,A,6063  ,T1B ,5100,H,U,68,,PINE CREEK
33724 -  9,ALPHABOW ENERGY LTD.,,,,"Dec 27, 2001",7-22-54-18W5 BE,16-22-54-18W5 BE,0.75,D,NG,0,88.9,3.2,S,Z245.1,2901,0,W,U,0,,EDSON
33724 -  10,ALPHABOW ENERGY LTD.,,,,"Nov 12, 2002",11-31-56-19W5 WE,11-31-56-19W5 PL,0.12,O,NG,0,88.9,3.2,S,Z245.1,2901,5100,W,U,24,,PINE CREEK
33724 -  11,ALPHABOW ENERGY LTD.,,,,"May 5, 2003",16-31-56-19W5 PL,1-32-56-19W5 PL,2.5,O,NG,0,88.9,3.2,S,Z245.1,2901,5100,W,U,24,CC,PINE CREEK
33724 -  12,ALPHABOW ENERGY LTD.,,,,"Apr 29, 2009",1-11-57-20W5 WE,1-1-57-20W5 PL,3.73,O,NG,0,82.6,3.6,A,6063  ,T1B ,5100,H,U,68,CC,PINE CREEK
33724 -  14,ALPHABOW ENERGY LTD.,,,,"Apr 29, 2009",11-11-57-20W5 PL,1-11-57-20W5 PL,1.05,O,NG,0,82.6,3.6,A,6063  ,T1B ,5100,H,U,68,,PINE CREEK
33724 -  15,ALPHABOW ENERGY LTD.,,,,"Oct 22, 2010",9-28-54-18W5 WE,15-28-54-18W5 PL,0.73,O,NG,0,88.9,4,S,Z245.1,3592,5100,W,U,16,,PINE CREEK
33724 -  16,ALPHABOW ENERGY LTD.,,,,"Feb 24, 2011",13-11-57-20W5 WE,11-11-57-20W5 PL,1.34,O,NG,0,88.9,4,S,Z245.1,3592,5100,W,U,16,,PINE CREEK
33724 -  17,ALPHABOW ENERGY LTD.,,,,"Nov 20, 2008",1-32-56-19W5 PL,3-21-56-19W5 S,3.95,O,NG,0,60.3,3.18,S,Z245.3,2901,5100,W,U,17,,PINE CREEK
34464 -  1,ALPHABOW ENERGY LTD.,,,,,14-11-55-19W5 BE,13-7-55-18W5 BE,3.18,A,NG,0,114.3,3.96,S,Z245.1,2901,0,W,U,0,,PINE CREEK
34464 -  2,ALPHABOW ENERGY LTD.,,,,,13-7-55-18W5 BE,12-9-55-18W5 BE,3.23,A,NG,0,114.3,3.96,S,Z245.1,2901,0,W,U,0,,PINE CREEK
35073 -  1,ALPHABOW ENERGY LTD.,,,,"Mar 26, 2001",10-8-57-20W5 WE,6-10-57-20W5 PL,3.33,O,NG,0,82.6,3.6,A,6063  ,T1B ,5100,H,U,68,,PINE CREEK
35488 -  1,ALPHABOW ENERGY LTD.,,,,"Jun 5, 2001",8-7-53-18W5 WE,10-7-53-18W5 PL,0.57,O,NG,0,88.9,3.2,S,Z245.1,2901,2350,W,U,11,,EDSON
35488 -  2,ALPHABOW ENERGY LTD.,,,,"Jun 5, 2001",10-7-53-18W5 WE,10-7-53-18W5 PL,0.23,O,NG,0,88.9,3.2,S,Z245.1,2901,2350,W,U,11,,EDSON
35634 -  1,ALPHABOW ENERGY LTD.,,,,"Aug 22, 2001",10-31-51-17W5 WE,7-31-51-17W5 PL,0.28,O,NG,0,88.9,3.2,S,Z245.1,2901,8960,W,U,43,,EDSON
36536 -  1,ALPHABOW ENERGY LTD.,,,,"Oct 25, 2001",2-19-53-20W5 WE,13-16-53-20W5 PL,2.6,O,NG,0,88.9,3.2,S,Z245.1,2901,9650,W,U,46,,ANSELL
36536 -  2,ALPHABOW ENERGY LTD.,,,,"Mar 24, 2008",9-19-53-20W5 WE,1-19-53-20W5 PL,1.43,O,NG,0,88.9,3.2,S,Z245.1,3592,9650,W,U,37,,ANSELL
36719 -  1,ALPHABOW ENERGY LTD.,,,,"Dec 27, 2001",2-29-56-19W5 BE,7-29-56-19W5 BE,0.15,D,OE,0,88.9,3.2,S,Z245.1,2901,0,W,U,0,,PINE CREEK
37145 -  1,ALPHABOW ENERGY LTD.,,,,"Mar 19, 2002",13-31-52-19W5 WE,5-32-52-19W5 PL,2.36,O,NG,0,88.9,3.2,S,Z245.1,2901,2350,W,U,11,CC,EDSON
37145 -  2,ALPHABOW ENERGY LTD.,,,,"Dec 3, 2009",7-1-53-20W5 WE,13-31-52-19W5 PL,0.93,O,NG,0,88.9,3.2,S,Z245.1,2901,2350,W,U,11,,EDSON
37616 -  1,ALPHABOW ENERGY LTD.,,,,"Jun 11, 2002",10-36-53-18W5 WE,7-36-53-18W5 PL,0.6,O,NG,0,88.9,3.2,S,Z245.1,2901,8960,W,U,43,,EDSON
40645 -  1,ALPHABOW ENERGY LTD.,,,,"Mar 3, 1998",10-31-54-18W5 WE,8-5-55-18W5 PL,1.6,O,OE,0,88.9,14.22,P,3408  ,6   ,1040,B,U,25,,PINE CREEK
48145 -  1,ALPHABOW ENERGY LTD.,,,,"Dec 24, 2009",10-14-55-18W5 BE,7-15-55-18W5 BE,1.5,D,SG,27.3,114.3,4.78,S,Z245.3,2902,0,W,U,0,,PINE CREEK
50451 -  1,ALPHABOW ENERGY LTD.,,,,"Apr 22, 2009",3-22-57-20W5 B,6-22-57-20W5 CS,0.15,O,NG,0,88.9,4.8,S,Z245.1,3592,9930,W,U,26,,PINE CREEK
50451 -  2,ALPHABOW ENERGY LTD.,,,,"Feb 12, 2011",1-33-57-20W5 BE,5-33-57-20W5 BE,1.25,D,NG,0,114.3,4.8,S,Z245.1,3592,0,W,U,0,CC,KAYBOB SOUTH
50590 -  1,ALPHABOW ENERGY LTD.,,,,"Nov 20, 2008",16-16-56-19W5 BE,3-21-56-19W5 BE,1.17,D,OE,0,60.3,3.18,S,Z245.3,2901,0,W,U,0,,PINE CREEK
50590 -  2,ALPHABOW ENERGY LTD.,,,,"Nov 20, 2008",9-20-56-19W5 BE,3-21-56-19W5 BE,1.42,A,OE,0,60.3,3.18,S,Z245.3,2901,0,W,U,0,,PINE CREEK
50590 -  3,ALPHABOW ENERGY LTD.,,,,"Nov 20, 2008",9-20-56-19W5 BE,3-21-56-19W5 BE,1.42,A,OE,0,60.3,3.18,S,Z245.3,2901,0,W,U,0,,PINE CREEK
50590 -  4,ALPHABOW ENERGY LTD.,,,,"Nov 20, 2008",15-21-56-19W5 WE,3-21-56-19W5 PL,2.78,O,OE,0,60.3,3.18,S,Z245.3,2901,5100,W,U,17,,PINE CREEK
50590 -  6,ALPHABOW ENERGY LTD.,,,,"Nov 20, 2008",3-21-56-19W5 S,7-10-56-19W5 B,4.23,O,OE,0,114.3,4.78,S,Z245.3,2901,5100,W,U,21,,PINE CREEK
50590 -  7,ALPHABOW ENERGY LTD.,,,,"Nov 20, 2008",6-15-56-19W5 BE,7-10-56-19W5 BE,1.9,D,OE,0,60.3,3.18,S,Z245.3,2901,0,W,U,0,,PINE CREEK
50590 -  8,ALPHABOW ENERGY LTD.,,,,"Nov 20, 2008",4-15-56-19W5 WE,6-15-56-19W5 PL,0.36,O,OE,0,60.3,3.18,S,Z245.3,2901,5100,W,U,17,,PINE CREEK
50590 -  9,ALPHABOW ENERGY LTD.,,,,"Nov 7, 1995",8-3-56-19W5 BE,8-3-56-19W5 BE,0.2,A,OE,0,60.3,3.18,S,Z245.3,2901,0,W,U,0,,PINE CREEK
50590 -  10,ALPHABOW ENERGY LTD.,,,,"Nov 7, 1995",8-3-56-19W5 BE,7-10-56-19W5 BE,1.86,A,OE,0,60.3,3.18,S,Z245.3,2901,0,W,U,0,CC,PINE CREEK
50590 -  11,ALPHABOW ENERGY LTD.,,,,"Nov 20, 2008",12-2-56-19W5 BE,7-10-56-19W5 BE,1.47,D,OE,0,60.3,3.18,S,Z245.3,2901,0,W,U,0,,PINE CREEK
50590 -  12,ALPHABOW ENERGY LTD.,,,,"Nov 20, 2008",12-2-56-19W5 BE,7-10-56-19W5 BE,1.47,D,OE,0,60.3,3.18,S,Z245.3,2901,0,W,U,0,,PINE CREEK
51416 -  1,ALPHABOW ENERGY LTD.,,,,"Mar 4, 2010",2-22-57-20W5 WE,3-22-57-20W5 B,0.68,O,OE,0,114.3,4,S,Z245.1,3592,9930,W,U,40,,PINE CREEK
51416 -  2,ALPHABOW ENERGY LTD.,,,,,11-22-57-20W5 BE,3-22-57-20W5 BE,0.55,D,OE,0,88.9,4,S,Z245.1,3592,0,W,U,0,,PINE CREEK
51416 -  4,ALPHABOW ENERGY LTD.,,,,"Feb 12, 2011",4-34-57-20W5 BE,1-33-57-20W5 BE,0.73,D,OE,0,88.9,4,S,Z245.1,3592,0,W,U,0,CC,PINE CREEK
51416 -  5,ALPHABOW ENERGY LTD.,,,,"Feb 12, 2011",3-33-57-20W5 BE,1-33-57-20W5 BE,0.53,D,OE,0,88.9,4,S,Z245.1,3592,0,W,U,0,CC,KAYBOB SOUTH
53888 -  1,ALPHABOW ENERGY LTD.,,,,"Jan 16, 2013",1-22-53-19W5 WE,3-22-53-19W5 PL,0.98,O,NG,0,114.3,4.8,S,Z245.1,3592,9450,W,U,31,,EDSON
53908 -  1,ALPHABOW ENERGY LTD.,,,,"Jan 20, 2013",13-28-55-19W5 WE,9-29-55-19W5 PL,0.54,O,NG,0,168.3,4.8,S,Z245.1,3593,9930,W,U,48,,PINE CREEK
61058 -  1,ALPHABOW ENERGY LTD.,,,,"Sep 30, 1998",2-28-55-19W5 PL,4-29-55-19W5 PL,1.72,O,NG,0,88.9,4,S,Z245.1,2902,9930,W,U,38,CC,PINE CREEK
,,,,,,,,,,,,,,,,,,,,,,
